,ID1,response,text
3598,195607139400679424,negative,grillo soluzion debito uscir euro svalutar moneta richiesta chiarimenti scappa serviziopubblico
3599,393407161352867840,positive,uisvan icon stupenda resto piac
3600,137209917252702210,negative,giuliano ferrara anni cazzat berlusconian gi diment pronti buttar croce mario monti http t co bk vzbuj
3601,162958364471595008,neutral,semplificazioni comun cesena gi pronto adeguarsi dirett governo monti http t co umxigew
3602,138561995854188544,negative,agiografia domenich pio mario monti risulta indigesta
3603,134578556423516160,neutral,lune mario monti president consiglio http t co m clk fn
3604,163221464001163264,positive,meno burocrazia pi internet nient strumentalizzazioni digital caro governo monti http t co nzgpkvoe censuramiquesto
3605,145459045271207936,neutral,ballo musica art sport arredo manovra finanziaria governo monti http t co tgwzfzbb
3606,191112463356395520,neutral,cinquestel diventa terzo partito br grillo caccia critici interni italia unit http t co bubg zqe
3607,193066887347847168,neutral,piazzapulita dopo ogni spezzon grillo persino boeri finisc sembrar sempr pi ingrillito
3608,146544198181584896,neutral,mario monti aggiunto facil smetter procrastinar sai farlo libreria anobii
3609,134574950542606337,positive,mario monti prego prego inseriamo nuovament frattini esteri prego fallo italia
3610,140856402733309953,positive,primo punto programma governo monti inserir costituzion pareggio bilancio inizio male http t co ke hhciq
3612,392018589059780608,neutral,padelli bene difesa inter
3613,195607315330772992,neutral,grillo rispond serviziopubblico fors perch scorsa puntata invitato favia fatto parlar solo x minuti
3614,134510936764592128,positive,president chapeau trovo semplicement genial nomina mario monti senator vita lasciamo stare alt http t co ufvzn mv
3615,391867315631173632,neutral,casetta nido uccellini appender finestra http t co spasuicavc
3616,190784901606416384,neutral,swg movimento bepp grillo terzo partito adesso comico potrebb esser premier
3619,193068540222373888,negative,aggrappiamo grillo salvar italia ben oltr frutta
3620,165028632597774339,negative,postofisso monotonia twitter attacca mario monti tweetblog http t co xygnyob via blogosfer
3621,143739733678366720,neutral,debortolif berlusconi ragion fiducia manovra governo monti sar inevitabil luigi vasta choebin
3622,134507265997799426,negative,passar berlusconi mario monti salto troppo grosso vorrebb almeno governo transizion presieduto checco zalon
3623,193982776670822400,neutral,incursor ultimo romanzo rosco salon internazional libro torino http t co opudlz b
3625,193059775506948096,positive,oggi diluvia sentito grillo fare discorso sensato condivisibil studio costo lavoro stipendi piazzapulita
3626,190538800626274304,positive,bless perch amorino s dovess mai venir italia sicuro andr milano
3627,195585619987136512,positive,polverizzato mission potenzia scuderia livello valor potenza immensa http t co j zkfo
3628,161237105098493952,neutral,annunziata cambia occhiali video rai tv h mario monti h http t co cagfu
3629,136760346869370880,negative,sar governo monti sar flop precedenti governi tecnici
3630,154639223864037376,positive,cosa pi bella governo monti lega conta pi cazzo
3631,135050262485278720,negative,skytg governo monti dignit italiani messa dura prova elezionisubito nomonti
3632,134625982765207552,positive,europa no eurobanca no mario monti nomonti fabiogamboni filippocoderoni labellafabio mosaman giuliabraca giorgiameloni
3633,393429625151684608,positive,ecat ahahahahha certo certo
3634,137144475800702976,positive,professor monti dando bella lezion senatori
3635,162433068039290880,negative,governo monti deludent de camilli digiusepp braccetto zuccherificio http t co kev ypw
3637,134789720197705729,negative,navalentedd moral no governo monti perch sostenerlo comunqu sempr scilipoti pippi gianni inclusi
3638,193081719082061824,positive,cose possono cambiar partecipiamo futuro italia speranza grillo m s sera sandonato
3639,147726576174379008,positive,tobintax governo monti scelto strada giusta europa http t co qg h jgw
3641,194742633803952128,positive,voglio pubblict big bang infinit tv
3643,396603384398360576,negative,pleas cerchiamo ragazza scomparsa treviso seguiteci aggiornamenti emergenza
3645,190691483777634304,positive,racheleceserani oh no forza tanto weekend passa velocement
3647,193067722924490752,positive,laccio grillo movimento stell person tengono vita vari meetup grati ide tanto cervello
3648,393321237923241984,positive,bella verifica mattiamagnani vmilzoni
3649,391946154457325568,positive,sandronesta pi grandi tempi perfetto grazi cuor respect
3650,391848822755692544,positive,sophi alway owwwwwwww ricordi
3652,137078246985568257,neutral,casapizza santoro governo monti centro puntata stasera
3653,393332337284751360,negative,vuoi restar coll ok restaci svernar abbi compiacenza stare completament silenzio
3655,193057600647073792,neutral,ascolt dati argomentazioni sconvolgenti solo parolacc grillo serviziopubblico
3656,193069707761422336,negative,rvurchio ricpuglisi tboeri lavoceinfo fede innocuo simpatico panda ammaestrato grillo irritant ortica
3657,194779981711286272,negative,mussi sel zanzara grillo bene spararsi coglioni videohttp t co s zxzwr
3658,191852440046419969,negative,grillo populista preoccupant disperato tentativo sinistra cercar costi nuovo berlusconi sapevatelo
3659,134751734521278465,neutral,tin tin enrico ruggeri vado incontro governo monti
3660,391929954554105857,neutral,xhoransljp matteonient ecco
3661,196615619314057216,negative,co successo voce grand alfredo atelalinea provenzali fiochissima tuttoilcalciominutoperminuto
3662,391928602419527680,negative,lago como gbiamino purtroppo brucerei
3663,193428746991190016,positive,grillo magari avr rispost cert italia ventata freschezza novit nascono ide migliori
3664,396696616226152448,positive,xsupers fidati fidati uu
3665,193064700014108672,neutral,grillo parlando monza vorrei saper live stream momento grazi piazzapulita
3666,145420475881889792,neutral,prossimament tutta italia mario monti co presentano
3667,191506771498631168,neutral,anna rolin so penso maggior part class boh
3668,165029232563585024,negative,posto fisso monotonia intervento mario monti video diritto critica http t co clopuemo
3669,191786660172800001,neutral,alessio simula fatto perdermelo
3670,396603382980706304,neutral,eurodisgusto pbecchi byoblu albertobagnai precedent tweet scritto poi corretto rimasto posto pardon
3671,162498229278212096,neutral,azion stile governo monti fa mercati http t co hhir
3672,136799582142214144,positive,ecco governo monti nome nome http t co mbhtgjlb via linkiesta buon lavoro nuova squadra italiana
3673,137099727819907073,positive,buongiorno oggi fatto dio banch famiglia governo monti sollievo global ue usa dietro sorrisi fretta paura
3675,134550815217156096,neutral,lettera premier mario montihttp t co tgeec uf via corriereit
3677,137194697289510912,neutral,thyssen scilipoti mrn scrive governo monti amianto terni http t co nsvg xvi
3678,134723431664062464,negative,raquel governo monti fara pianger prima ridevamo solo decidiamoci
3680,153445970888232960,neutral,direbbero mariottid mario monti happi new ici
3681,193361882151796737,neutral,espresso dura vita siti indipendenti http t co ie zfbfv by carolafrediani
3683,193075429026955266,neutral,grillo spieghi condoni gestimar fatto fratello piazzapulita
3684,161704259996491776,neutral,governo monti spirito finanzcapitalismo http t co sfm iez
3685,137186000928649216,neutral,aforisma mario monti http t co hsjbvbyl via aforisti
3686,391858430866358272,positive,seguimi seguo daidai
3687,136524078948425729,negative,governo monti amato dr sottil letta uomo similaun mancano solo andreotti forlani
3688,149951902392647680,neutral,maroni monti far cose giust sosterremo roma dic governo monti continuera fare co http t co gnmtrdre
3689,137056375883837440,neutral,stampa governo monti gi sipario politica spettacolo editorial mariocalabresi http t co sdkguqz luigidiiasio
3691,164682652027322369,positive,campania amendola pd governo monti primo aiutar sud velino agv agenzia giornalisti http t co nvgcj r
3692,137204370923192320,positive,fitch promuov governo monti pu esser sorpresa positiva mercati http t co lym ae http t co aknateb via addthi
3693,165029712501018624,negative,difender mario monti diventando pi impegnativo difender killer indi hipster
3694,144027139820371969,negative,governo monti mett tass mamma sorella cane gatto topo elefant manca pi nessuno salviamo leocorni
3696,139760976290512897,negative,mario monti massoneria relazion pericolosa italia http t co eufdnt via wordpressdotcom
3697,137160025666895873,positive,mario monti youtub http t co mfx qtyt via addtoani interessant util
3698,195467226642530305,neutral,mentana grillo solo edizion roma ladrona partiti alternativa credibil ijf
3701,195795025693638657,neutral,comunqu entrata gamba tesa president repubblica grillo m s campagna elettoral x meno irritual
3702,191563766847119360,negative,giulovesharri sbattono fuori casa mattina cwc
3703,160399931973181441,positive,introna bene stop governo monti off shore prendo atto soddisfazion http t co kjc zjek
3704,144475368785580032,neutral,stato debito etica colpa governo monti http t co fg xolyv
3705,134558780712161280,negative,insopportabil simonespetia sar impression governo monti interverr spesa pubblica vedi casta
3707,396706143596457985,negative,cazzo fa padoin campo finoallafineforzajuventu
3708,192916021919752192,neutral,secondo fattoquotidiano grillo m s siccom detto giornalai pennivendoli allora cattivo
3709,191851688934653953,neutral,giuseppelomba rispetto grillo lavoro sempr fatto credi verament possa salvar italia
3710,186902560068739073,positive,lvgamarco sa fatto apposta chegrandeidea
3711,391954288819576832,neutral,yummyselena antonello
3713,192921599568134144,positive,secondorosso davidemichigan apilotto grazi signori me piac posso farci
3714,195479536631164928,negative,giornata liberazion attacco napolitano grillo stato vero autogol president part
3715,193074886716030977,negative,grillo differenza dice propost concret spara zero facil far politica co piazzapulita
3716,187125889270685697,negative,ore ancora nient pioggia firenz siccit eppur governo ladro facil facil
3717,194164619319853056,neutral,video juventu roma vidal http t co vsnfjetz vidal http t co erppeyn pirlo http t co tssr qgc marchisio http t co rjjilavv
3718,146177814461300736,negative,governo monti medico capezzal malato ancora contrari eutanasia
3719,196299383996821504,negative,youdem siii pd partito costituzion rispettano neppur diritto opinion vedi vicenda grillo napolitano
3722,193062247382257664,negative,chiareletter grillo papula cutanea sarcoma chiamato politica italiana anti politica sintomo stessa
3723,150856422484217856,neutral,civati governo monti natal regala agenda digital http t co hneq alfonsofuggetta
3725,393172918064386048,neutral,novit vista tinistoessel canter brano libresoy tratto nuovo film disney frozen regno ghiaccio italiano
3726,392037008685957120,negative,marco mc cavasin degno de na mmerda lotito salerno sslazio nun ce rompet er cazzo
3727,391936437249384448,positive,regalo natal grazi mamma
3728,153849046677721088,neutral,utilizzo contanti italia misura mario monti preved riduzion utilizzo denaro contant http t co hpkwnbtr
3729,191641327874752513,negative,mamma zitta mo morir prima affonda
3730,137074497793699840,positive,skytg ditelavostra voleva cambio stile passo governo monti far bene autostima
3731,134636081768431617,negative,odifreddi mario monti santo subito http t co yhq f nq
3733,190345490565566464,neutral,alb ahahah fine fatto craccougo detto torcia umana
3735,197019966267068416,negative,soter magari son votato x pdl molti indagati x mafia purtroppo italia
3738,144706318937243648,neutral,cominciassimo dire sindacati pagano ici dovrebbero pagarla manovra governo monti
3739,142592155377082370,neutral,napoli prima iniziativa governo monti lune dicembr ore universit oriental
3741,145186992450310144,negative,profondament deluso governo monti doveva esser soluzion fors diavolo messo zampon
3742,135742753840697344,positive,buona fede professor monti global project http t co k gqd
3743,396725241495298048,neutral,ogni sabato ment colonn sonor ripetono continuazion
3744,144006521477533696,negative,fort deboli debol forti no manovra governo monti vera patrimonial http t co oocnui m
3745,125695266887184384,negative,mario monti rischio trasformar italia stato fondator stato affondator union europea http t co z s cvfr
3746,163743977869287424,neutral,preoccupando weekend mario monti andato ospit nessun programma tv star mica male mariolevalamanodallatasca
3748,192192902246580225,negative,alinomilan grillo peggio populismo circolazion napolitano fa bene difend sistema capo vissuto
3749,134954037266219008,neutral,governo monti calma sangu freddo rudi russo idv http t co fktpldi via addthi
3750,393306871756783616,positive,gran bazza quest ora buca giro scuola
3752,393479279264018432,neutral,pepperecupero ah bene paes lavori diplomato
3753,144068765804535810,neutral,energia ambient governo monti ministro clini dice incentivi http t co wra waua
3754,138966060719284224,positive,giorgiameloni d accordo governo monti spero bene bene italia
3755,137086129550802945,neutral,paura crisi terror pignoramento imminent preoccupatevi mario monti pensa
3756,192967287156908034,negative,no marcofollini via propon grillo trasformar italia regim peronista stampo centroamericano sogno
3757,154252261244145664,negative,mario monti meglio profezia maya mah
3758,195531990336937985,neutral,magazin on line primo num ro ipad http t co gta nw
3759,157983317529083904,neutral,governo monti attacco anonym informatica http t co tswsjuhu
3760,143529006346678272,neutral,nuovo aumento iva met nuovi rincari governo monti http t co bwyarmwm
3761,157398170983337985,neutral,srl facil lettera aperta governo monti http t co iuiupoxn srlfacil
3762,157015957519343617,negative,duri puri governo monti peccati sar ora fare cambio generazional politica
3763,161747922894073856,neutral,olimpiadi roma press governo monti valuta dossier http t co uxvhxtfn
3764,138359283829051392,negative,chiuso palazzochigi pessimo precedent esercizio ironia critica governo monti
3765,391912316280647681,negative,troika nuovi fascismi via bepp grillo http t co besnbebhzv
3766,135275619972952064,negative,bartezzaghi mario monti super part martirio superman pesta
3767,146016830371266560,negative,governo monti fatto nulla cala spread riprend borsa milano gioco cart vinc sempr
3768,148079979543003136,neutral,attenzion governo monti vuol tassar tass tassi d inflazion metti piac pagina http t co cnjprpwo
3769,164760861838282754,neutral,sinistra governo monti costruiamola insiem http t co hugrx x
3770,144691662420058112,neutral,articolo valerio valentini http t co dtw kt mario monti presentato giorni scorsi http t co fkrmgaql
3771,391971463596494849,negative,gent scema
3772,144185534997204992,negative,contrario governo monti napolitano toccato casta cgil cisl uil ugl proprietari http t co w wrdkr
3774,141460606900375552,negative,salivazion giornalisti italiani confronti governo monti oramai grottesca rai poi raggiung forma bava vischiosa
3775,137144593597726720,positive,nasc governo monti migliori auguri buon lavoro generazion italia http t co uy m ulq
3776,393294229708894208,neutral,sera mondo inter president massimo moratti appiano gentil ogni http t co s vpgnt te
3777,136844106646302722,positive,linkiesta governo monti chiarament anti lega ministero federalismo coesion territorial meglio notizia
3778,138972653502464002,positive,account ufficial giulioterzi primo squadra mario monti sbarcar twitter benvenuto http t co axfhm f
3779,134514959420895232,positive,neo senator mario monti premier bossi minaccia andar opposizion bello roma toccher mario http t co xevq ow
3780,136817727678590977,negative,speriamo governo monti duri poco perch gnudi arriva ministri
3781,195607418963640320,neutral,serv pubblico grillo descriv disastro dovr abbassar voce capir fare prima poi
3782,391824584233996288,neutral,venerd venerd venerd
3783,195609473895759872,neutral,giuliainnocenzi risulta grillo politico altri giornalisti parlano persona argomenti
3784,195474705162051585,neutral,cambiano regol democrazia vecchi ordinamenti valgono pi maggior govern democraci grillo docet bepp grillo
3785,192355241583329281,neutral,grillo vuol fare norimberga partiti partiti vogliono fare part imperator hirohito
3786,393332329860837377,negative,bella sconfitta real
3787,190780856124702722,neutral,valwait avvalgo facolt risponder
3788,138599946873094144,negative,nigel farag governo fantoccio italia mario monti contribuito crear disastro http t co u r eni
3789,134929814216900608,negative,applauso freddissimo senato mario monti ottimo
3792,143292258295353344,negative,pagar manovra solo esultato nascita governo monti ccivostra
3793,142945993699246080,neutral,fatto unico anagramma mario monti matrimonio sicurezza cit cigna
3794,195788978459389952,neutral,elezioni vicin giornalisti regim buttano cacca grillo m s insiem appassionatament difesa monti nazional
3795,142716341483343872,positive,d m g spender mai parola difender governo monti penso medicina necessaria dopo anni berlusconiani
3796,159766429888028675,negative,calderoli trovato pi razzista me professor monti disgraziato cervello calderoli aderisc sopastrik
3797,391819418545971200,positive,clandestina buongiorno cara
3798,142956133164920832,neutral,cosa nascond dietro mario monti http t co zk znu
3804,161780688171958272,neutral,carneval viareggio carri ispirati monti berlusconi resta protagonista carneval mario monti santo subit http t co wyvdmvem
3805,193068851003523073,neutral,ricpuglisi tboeri lavoceinfo grazi nuov frequenz grillo potrebb spedir qualch canal digital n lol
3806,162099721966600192,positive,brivido frase infelic poi fmi promuov governo monti http t co cbhmc m via addthi
3808,136152554122907649,neutral,sembra mario monti impassibil sfing respinto condizionamenti ricatti caimano http t co tsjd hgi
3809,156462316337115137,neutral,bel confronto lilli gruber beppesevergnini pbersani governo monti futuro italia
3810,144117028704354304,negative,rimarr solo no frase highland mario monti pensando pensionati
3811,393417730717929472,positive,sheloveslea fa paura hahaha
3813,135278854251094016,neutral,pd ore continuano ripeter parti bersani berlusconi dice no governo monti governo monti fa
3815,143388561532661761,positive,dopo aver letto sunto manovra finanziaria proposta governo monti comincio pensar elezioni anticipt pi equ
3817,133535736656953344,positive,mario monti grado unir due schieramenti dopo berlusconi mari monti insomma
3818,187212724462297090,neutral,ermatteo fine te presa no macchina pannelli solari
3821,136141444070121472,negative,base leghista sfoga radio padania monti golp lega nord mario monti radio padania milano http t co qhdm uyk
3823,143645734821052417,neutral,principali provvedimenti manovra governo monti http t co yz nhkc
3824,142335907083714561,negative,governo monti fabbrica povert titolo padania domani
3825,196179060274106368,positive,styron xx asdasdlfk grazi tesoro
3826,144169221876760576,positive,condivido molt scelt governo monti me fornero piac dopo battuta maroni ancora pi ballar
3827,391989939925434368,neutral,azion geopolitica tom hank captain phillip http t co vwio z w
3829,193382865050943488,neutral,loikon sleepingcreep fnicodemo passo volta arrivando
3831,188598137798148099,positive,buona vigilia gi mani agnellini ini ini irstr
3833,391912319430975488,positive,davidbowi accetta ruolo hannib credo potrei sopravviver vista madsmikkelsen vicini
3834,193076006662324224,negative,grillo populismo pu sostener problema fors proprio fare cono d ombra movimento
3835,194072247026204672,positive,friendsarecut davvero potrebb succeder x voglio bene comunqu v v
3836,164262880181624832,negative,fra p mario monti sar innevato prevedono manovr ghiacciat
3837,145108707141894144,neutral,manovra economica monti ici chiesa deve pagar manovra economica governo monti chied http t co tdshqyk
3839,187965263663214592,neutral,violasmil aw oggi invec fatto articoli italiani hunger game
3840,195574111374802944,negative,pbersani grillo avr esagerato permetta pd continuar esser parass sociali vale
3841,146370619523608576,neutral,ballo musica art sport arredo manovra finanziaria governo monti http t co tgwzfzbb
3843,393443903761690624,positive,bellina nonna euro
3844,143480443004653568,negative,fornero mett piagn mentr spiega manovra governo monti metter ginocchio gent lacrimedicoccodrillo
3845,137205261491376128,neutral,governo monti ministri archivio radio radical corrado passera ministro sviluppo trasporti http t co ifibvhv
3846,140404357492523008,neutral,casini destra sinistra centro italia senso esistono piu prossim elezioni fedel governo monti
3847,160306960883920896,negative,bepp grillo critico governo monti agor http t co vy hecm via youtub
3848,137101826163097600,positive,governo monti giurato difficil arriva ora beh ancora momento cominciar farci upgrad vicenda rb
3849,142576473734250496,neutral,italiaoggi luiss azionista peso governo monti http t co edaktqgv via italiaoggi luigi vasta choebin
3850,150156599820955648,positive,sostegno doveroso governo monti garantir rigor equit crescita http t co apvtl
3851,161476555292409857,neutral,pu italia funger pont sponda sud mare nostrum europa mario monti libia http t co lnq lur
3852,137088692794818560,positive,ora studenti manifestano sempr solidariet nuovo governo esageriamo governo monti
3853,134407466032173057,positive,rivoluzion copernicana b fino stamattina ripeteva urbi et orbi veder orizzont solo voto ora apr governo monti
3854,143114394287611904,neutral,nott attesa sentenz governo monti speriamo ce caviamo
3855,136790345651462144,negative,mario monti sacrifici falli amici te sostien famo gi na vita
3856,196350996958552065,negative,eantiga massifont diario giulia scritto munaf esempio giusto restar tema lanciar frecciat bisi
3857,136743521163026433,negative,quindi catricala severino visentini governo monti fa governo bocconi luiss annamoben
3858,135273785870913536,neutral,quel dubbio romano prodi monti governo monti http t co tqyhrfrk
3859,190825001560190977,negative,dopo silvio umberto tonino tocca altro capopopolo grillo nuovo parlamento
3860,165376404870017024,negative,ah ah stefano ogni tanto prendi canton fassina mario monti usato linguaggio offensivo violento estremista
3861,187908358001532929,neutral,sanber vamoo d
3862,143419588078600192,neutral,manovra governo monti liberalizzazioni concorrenza passera troppo generico sospeso giudizio
3863,137141832290275328,neutral,governo monti diretta stream senato fiducia http t co u cubrmf monti fiducia senato
3864,190335270896414721,positive,poco fare me cambia giornata cantar squarciagola macchina mattina buonumor
3866,195592835066634240,negative,nemmeno serviziopubblico soddisfa grillo sbraita no nessuno parla finmeccanica meglio piedon sbirro
3867,190721990485753856,neutral,roma deserta de sti tempi gent responsabil esc casa venerdi
3868,393263706618204160,positive,nient ufo giro
3869,193095293686910976,neutral,fors favia spiegato bene ruolo grillo marchio basta poco capir garant necessario serviziopubblico
3870,146202962551767040,negative,tiburtina limido destra romani insofferenti verso governo monti http t co mlsob
3871,186806311684538368,neutral,skysport liberidichieder giovinco sorensen immobil giocatori propriet juve potrebbero riveder anno prossimo
3872,395560204458532864,negative,idieforthem paura
3875,396740362641104896,positive,voce controcazzi italiasgottal
3876,142253572640342018,negative,certo fini schifani colpito vitalizi prima caduta b piffero nasceva governo monti
3877,144382829625741312,negative,antonellacik bene governo monti allora p s invec bisogno chiapp visti aumenti speci benzina
3878,136125418997678081,negative,chiodi governo monti senza letta iattura laquila capito italia orlo baratro http t co omjtx b
3879,135792505554878464,positive,governo monti diretto quirinal applausi roma nov adnkrono mario monti lasciato palazz http t co aw lzskm
3881,195606232948678656,neutral,gent s fatta ammazzar april veder appesi cappio grillo serviziopubblico
3882,137221069424693249,positive,settor auto plaud governo monti http t co suiusjz
3883,143671420080238593,neutral,manovra governo monti pensat http t co nzbpqi z lanazion pisa
3885,197058953895616512,negative,gragraz attivisti ancora carcer altri beagl prigionieri fa nulla http t co gbvl wd
3886,145161948898656256,negative,annunciato ancora prima insediass sobrio mario monti chiudiamo conti bancari http t co ao y azq
3888,134718901870268416,negative,flibocchino governo monti piac coloro paura voto ammettetelo
3890,144748797212360704,neutral,manovra ecco anteprima schema riforma governo monti carlo pistarino tweetpolitica
3891,195627893932564482,neutral,d alema sdogan pure vaffanculismo grillo dopo aver definito lega costola sinistra dir grillo culo pd
3892,136797843582230528,negative,governo monti passera profumo sembra golp banch fors sbaglio
3893,145429300563292160,positive,sognato mario monti dimetteva sapeva far salir posto
3894,192189940388462592,positive,finalment consegnato capitoli grazi amici dato eccellenti spunti correzioni integrazioni
3895,163619300790378497,neutral,immigrazion lampedusa appello mario monti http t co nvkoqbci via prismanew cc andreasarubbi
3897,162915304949813250,neutral,governo monti ecco tutt agevolazioni http t co inbgcafi
3898,134515525928747008,positive,mario monti uomo piac europa http t co qwxlqae
3900,152735019402657793,neutral,aspetta spera verd padana ansa topnew bossi berlusconi moller governo monti cavalier http t co tqlnupnn
3901,187842008247840768,positive,filipponegroni fatto bene zio
3902,163007358371495936,neutral,union europea governo monti insiem tentativo incrementar accesso farmaci generici http t co zq hkj
3903,159575813887492096,neutral,riusciranno due mario mario monti mario draghi salvar eurozona articolo martin wolf http t co skp q
3906,163915259587997697,negative,oggi giornal senn magdi crociato allam definisc governo monti peggior dittatur amen
3907,134558981262811136,neutral,governo monti senza approvazion lega nord idv sel nuova conventio excludendum elezioni
3908,134338306757509122,neutral,mario monti nominato senator vita napolitano cerca rassicurar mercati sar capo futuro governo unit nazional
3909,143713348691824640,neutral,bancarotta porterebb stare peggio rischio manovra governo monti deve scongiurar http t co orbuwd
3911,138978751118712832,negative,diretta citofonareadinolfi mentr borsa affonda ancora governo monti muov troppo lentament http t co f pnbwu
3912,136530214472790016,neutral,machediscorsi mario monti tribuna montemario
3914,136395433638498305,positive,bersani pd pieno appoggio governo monti avanti riform http t co jpzm qum
3916,145979960157405187,negative,posto milan stata juve priorit governo monti diventata interpellanza parlamentar anti juve
3918,161354912763092992,neutral,fare politich sociali proposta governo monti http t co dvknahm
3920,196489600552812544,neutral,equitalia giustizia aggio ancora centoconfermato aggio gestion risors intest fondo unico giusti
3921,192521020199014400,negative,grillo parla norimberga partiti fa dargli credito possibil italia spazio solo buffoni
3922,134729391983964160,neutral,penso possibil governo monti http t co gj iljgq
3923,393468290766766080,negative,simo ventura free boy cantato canzon meglio cantata one direct scherzi vero
3924,154126036244758528,negative,fondi editoria attendono ancora rispost cert governo monti temo arriveranno
3925,145114155848957952,negative,pesant due manovra bankitalia cort conti recessiva professor monti bisogna cambiarelamanovra
3926,192383980287430656,positive,d accordissimo grillo attacco terrorizziamo partiti ora terza forza paes
3927,391963352861130752,negative,dagospia part fatto studia perch facil trovar lavoro dicono pure livello cultural basso allora
3928,193141953536344065,neutral,tt twitter italia cinemainchiesa serviziopubblico grillo trota levon helm princ of persia lega franca rame
3929,396667686312484864,neutral,accadd oggi entra vigor trattato maastricht stabilisc formalment union europea http t co lmbywcaa
3930,194508800286404608,positive,angelcoldplay grazi grazi u
3931,391925027823575040,neutral,fine primo tempo fiorentinajuv tevez pogba quali commenti primi minuti forzajuv
3932,192119114423209984,neutral,skytg tgmattina ditelavostra grillo perch nasc italia dovrebb esser italiano grazi
3933,195768548625354752,neutral,attaccar grillo serv solo fargli conquistar giornali part legg dopo aver invaso tempo web piazz weimar
3934,395522297135910912,negative,possibil cosa pi important b riman senator
3935,147370445665087488,negative,lobbi sconfiggono governo monti http t co uqf zgo via http www romaitalialab it articolo cfm id
3936,163325461663977472,positive,demagistri governo monti arroccamento poteri contrario forumbenicomuni
3937,395504741025071104,positive,gassmangassmann bella
3938,193068112478871552,negative,grillo torna fare sempr fato comico riesc bene
3939,193306866829377537,neutral,antiquariato uscita capo redattor maria luisa magagnoli capo redattor pi organico redazion antiquariato
3941,191635857273389057,positive,sogni felicit amor ogni minuto passa buono rivoluzionar
3942,134555393362886656,neutral,mario monti neo senator vita supermario http t co zgge mvi
3944,145146970187628544,neutral,prostituta scrive monti pagar tass escort lettera mario monti roma prostituta http t co govoxjqc
3945,145994752591003650,negative,avvicina prepotentement prospettiva ritorno piazza nuova enorm manifestazion governo monti
3946,164406204989325312,neutral,risposta alemanno fornero governo monti stesso rapporto presenz uomo donn http t co g tsjw b
3947,191113148932165633,neutral,spot fiat gira maiori corrier mezzogiorno the spot of the fiat he turn to maiori http t co aznvb lc
3948,136828997341417472,neutral,comuni ancigiovan governo monti fanelli santarsiero nomina barca garanzia politi http t co zv ffx news anci
3949,135439113024319488,negative,governo monti popolo sovrano
3950,393332326949994496,positive,viaggio andar qualch part andar viaggio amor viaggio grand http t co fbpuasf
3952,156052932859658240,negative,bugia governo monti http t co qdogw pu
3953,196566478881959936,neutral,pranzo gnocchi gorgonzola
3954,393417730453680128,negative,contat fino poi buttatevi fium argin aspetta
3955,191947629259800577,positive,monti pagassero tass grillo ruberest doppio sant parol miticoooo
3956,153893348766253056,negative,ansa dopo finanziaria governo monti avvistati primi gommoni italiani diretti albania alba nuovo anno cronaca
3957,391904063925018624,neutral,seguimi seguo pi voto profilo perfetto bellissimo bello carino consiglio cambialo x
3958,135797326924087296,positive,piac mario monti dire ultimo premier entusiasmato chiamava alcid de gasperi doposilvio
3960,391827419213991936,neutral,buongiorno seguimi voto icon x
3961,162868194959294466,positive,governo eletto coraggio fare scelt governo monti dure impopolari coraggios
3962,195620822646394881,neutral,funambolo mustaf mago patata carota roma mercato romano porta port http t co ugu ctfi
3963,393296539919339520,neutral,http t co ubtlb tkxx primo appuntamento rubrica te blogger blog present googl
3964,144535273093607424,neutral,intervento riduzion spesa previdenzial operato governo monti http t co tuoqziot
3966,194038866854948864,negative,amor roccia lacrim scenderanno scaveranno poco volta roccia fino crear solco profondo irreparabil
3968,155245284530724864,neutral,president mario monti massoneriahttp t co ojrf
3969,391929956001120256,negative,pinoi nemmeno cosevpeggiori vedono occhi aperti
3970,143644829715415040,positive,latitanza rai conferenza stampa mario monti ggramaglia rainew fatto ottima diretta bistrattata rai
3971,193218150655987713,neutral,grillo depositario marchio stell favia santoro fa spallucc conferma fine decid bene male
3972,393443909252050944,neutral,fedezpreparalavaligiaperamsterdam bestitalianact mtvema fedez trendinalia menzionato dicendo stata prima twittar
3974,393474704943874048,neutral,atp basileadomani giorno storico ottobr ore natia basilea roger feder quasi http t co eizugtc ck
3975,143421674245718016,neutral,conferenza stampa governo monti ce far finir prima distretto
3976,392007854351081472,negative,albertotana minchiat mesi difender pales
3979,196708310844583936,positive,chia lovesharri grazi d
3981,194401564599910400,positive,heeyou haha grazi mill
3982,136830869687119872,positive,governo monti enrico letta bene donn ruoli chiav mario monti partito pied giusto http t co qf zh
3983,147661754263011328,negative,albertazzi subito carico rairadio mario monti moscio montolivo centrocampista fiorentina
3984,162467990540009472,neutral,http t co tfumclo rete nazional usato scrive governo monti
3985,195774047932526592,neutral,andreavianel spiac presunta superiorit parterr talk politici confronti grillo evident agorarai
3986,146581666155081728,negative,comunqu me pare governo monti effetto depressogeno diariodellamanovra manovra
3988,190121408427331584,positive,oggi autoalcentesimo fornito euro bonu carburant soli piccolo http t co rmutigf
3989,391946156550672384,negative,giocattolo rotto speriamo arrivar terzi pensiamo pareggiarla madrid juventu
3990,135717998458716160,neutral,governo monti gi ministri http t co enlsielm
3991,396550781362782208,positive,x sar vera bomba
3992,156853426943299584,positive,pietro top idv unica opposizion credibil governo monti lega momento fuori giochi
